query_sample_id,query_index,query_label,query_project,query_cve,query_code_chars,query_code_lines,query_codebert_tokens,query_truncated_for_embedding,embedding_token_window,rank,faiss_l2_distance,retrieved_index,retrieved_sample_id,retrieved_label,label_matches_query,retrieved_project,retrieved_cve,retrieved_cve_normalized,same_cve,retrieved_dataset_type,retrieved_source,retrieved_code_chars,retrieved_code_lines,retrieved_codebert_tokens,lexical_jaccard,query_snippet,retrieved_snippet
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,6,8.99859619140625,74,trace-csv::75,Vulnerable,False,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,398,1,153,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,1,7.91632080078125,257,trace-csv::258,Vulnerable,True,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,447,1,201,0.017857142857142856,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biPlanes =ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,2,7.91632080078125,339,trace-csv::340,Vulnerable,True,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,447,1,201,0.017857142857142856,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biPlanes =ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,3,8.05694580078125,258,trace-csv::259,Vulnerable,True,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,447,1,199,0.017543859649122806,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biHeight =ToL (&buffer[0x04]); /* 16 */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,4,8.05694580078125,340,trace-csv::341,Vulnerable,True,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,447,1,199,0.017543859649122806,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biHeight =ToL (&buffer[0x04]); /* 16 */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,5,8.10302734375,133,trace-csv::134,Vulnerable,True,gimp-2.6.7,CVE-2009-1570,CVE-2009-1570,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,399,1,185,0.02,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, 36)) Bitmap_Head.biPlanes = ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt = ToS (&buffer[0x0A]); /* 1C */ return (puffer[0] | puffer[1] << 8); if ((Bitmap_Head.biClrUsed == 0) && (Bitmap_..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,6,8.12908935546875,74,trace-csv::75,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,398,1,153,0.017241379310344827,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,1,9.3050537109375,223,trace-csv::224,Vulnerable,False,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,578,1,257,0.03125,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biHeight =ToL (&buffer[0x04]); /* 16 */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,2,9.3050537109375,271,trace-csv::272,Vulnerable,False,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,578,1,257,0.03125,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biHeight =ToL (&buffer[0x04]); /* 16 */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,3,9.37213134765625,133,trace-csv::134,Vulnerable,False,gimp-2.6.7,CVE-2009-1570,CVE-2009-1570,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,399,1,185,0.038461538461538464,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, 36)) Bitmap_Head.biPlanes = ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt = ToS (&buffer[0x0A]); /* 1C */ return (puffer[0] | puffer[1] << 8); if ((Bitmap_Head.biClrUsed == 0) && (Bitmap_..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,4,9.557861328125,221,trace-csv::222,Vulnerable,False,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,578,1,259,0.031746031746031744,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biPlanes =ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,5,9.557861328125,269,trace-csv::270,Vulnerable,False,sam2p-0.49.4,CVE-2017-16663,CVE-2017-16663,False,test,dataset/signature_db_Vul_data_with_cve_known.csv,578,1,259,0.031746031746031744,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","if (!ReadOK (fd, buffer, Bitmap_File_Head.biSize - 4)) Bitmap_Head.biPlanes =ToS (&buffer[0x08]); /* 1A */ Bitmap_Head.biBitCnt =ToS (&buffer[0x0A]); /* 1C */ return ((short)(puffer[0] | puffer[1]<<8)); if ((Bitmap_He..."
