query_sample_id,query_index,query_label,query_project,query_cve,query_code_chars,query_code_lines,query_codebert_tokens,query_truncated_for_embedding,embedding_token_window,rank,faiss_l2_distance,retrieved_index,retrieved_sample_id,retrieved_label,label_matches_query,retrieved_project,retrieved_cve,retrieved_cve_normalized,same_cve,retrieved_dataset_type,retrieved_source,retrieved_code_chars,retrieved_code_lines,retrieved_codebert_tokens,lexical_jaccard,query_snippet,retrieved_snippet,query_file_name,query_unique_id,query_target,query_vulnerable_line_numbers,query_dataset_type,query_source_signature_path,query_commit_hash,query_full_trace,retrieved_file_name,retrieved_unique_id,retrieved_target,retrieved_vulnerable_line_numbers,retrieved_source_signature_path,retrieved_commit_hash,retrieved_full_trace
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,1,8.1978759765625,416,trace-csv::417,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/1.json#trace17,8416,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,310,341",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,2,8.2298583984375,560,trace-csv::561,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/4.json#trace17,8560,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,318,369",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/4.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( dfmt, fmt );
				sprintf( buff, dfmt, min );"
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,3,8.26324462890625,464,trace-csv::465,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/2.json#trace17,8464,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,310,346",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/2.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, max );"
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,4,8.29229736328125,415,trace-csv::416,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/1.json#trace16,8415,1,"39,57,67,68,70,136,141,168,169,187,193,211,219,248,253,257,300,310,341",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,5,8.2923583984375,424,trace-csv::425,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/1.json#trace25,8424,1,"39,57,67,68,70,136,141,168,169,187,193,211,219,248,253,257,300,310,341",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,6,8.294677734375,608,trace-csv::609,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_only_real_world.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",6,6,0,,test,,,"
udscs_do_read(&conn);
static void udscs_do_read(struct udscs_connection **conp)
udscs_read_complete(connp);
conn->read_callback(connp, &conn->header, conn->data.buf);
static void daemon_read_complete(struct udscs_connection **connp, struct udscs_message_header *header, uint8_t *data)
VDAgent *agent = udscs_get_user_data(*connp);
void *udscs_get_user_data(struct udscs_connection *conn)
return conn->user_data;
vdagent_file_xfers_data(agent->xfers, (VDAgentFileXferDataMessage *)data);
void vdagent_file_xfers_data(struct vdagent_file_xfers *xfers, VDAgentFileXferDataMessage *msg)
gchar *argv[] = { ""xdg-open"", xfers->save_dir, NULL };
if (!g_spawn_async(NULL, argv, NULL, G_SPAWN_SEARCH_PATH, NULL, NULL, NULL, &error))
",urjtag-0.8/5.json#trace17,8608,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,318,374",tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/5.json,27cc443478606ee37f3c01499b3bc034,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( dfmt, fmt );
				sprintf( buff, dfmt, max );"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,1,6.48553466796875,74,trace-csv::75,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,398,1,153,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/2.json#trace3,8067,1,"103,109,174,202,244,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/2.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 3 * sizeof(unsigned char));"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,2,6.50421142578125,77,trace-csv::78,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,398,1,153,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/3.json#trace3,8070,1,"103,109,174,202,247,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/3.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 1 * sizeof(unsigned char));"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,3,6.50421142578125,80,trace-csv::81,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,398,1,153,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/4.json#trace3,8073,1,"103,109,174,202,251,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/4.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 1 * sizeof(unsigned char));"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,4,6.5374755859375,75,trace-csv::76,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,400,1,154,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biHeight = ToS(&buffer[0x02]); /* 14 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd,...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/3.json#trace1,8068,1,"103,110,174,202,247,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/3.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biHeight = ToS(&buffer[0x02]);  /* 14 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 1 * sizeof(unsigned char));"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,5,6.5374755859375,78,trace-csv::79,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,400,1,154,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biHeight = ToS(&buffer[0x02]); /* 14 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd,...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/4.json#trace1,8071,1,"103,110,174,202,251,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/4.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biHeight = ToS(&buffer[0x02]);  /* 14 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 1 * sizeof(unsigned char));"
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,6,6.5408935546875,72,trace-csv::73,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_only_real_world.csv,400,1,154,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biHeight = ToS(&buffer[0x02]); /* 14 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd,...",7,7,1,1,test,,,"
size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);
smart_str_appendl(&post_data.str, buf, len);
if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {
static inline int add_post_vars(zval *arr, post_var_data_t *vars, zend_bool eof)
while (add_post_var(arr, vars, eof TSRMLS_CC)) {
static zend_bool add_post_var(zval *arr, post_var_data_t *var, zend_bool eof)
vsep = memchr(var->ptr, '&', var->end - var->ptr);
",autotrace-20200219.65/2.json#trace1,8065,1,"103,110,174,202,244,421",tracer-signaturedb-rag/signature-db-ori/autotrace-20200219.65/2.json,1a60b0e012a7429a8bc83c0b4115f846,"    if (!ReadOK(fd, buffer, 8)) {
    Bitmap_Head.biHeight = ToS(&buffer[0x02]);  /* 14 */
  return ((short)(puffer[0] | puffer[1] << 8));
  if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0)
  image_storage = ReadImage(fd, Bitmap_Head.biWidth, Bitmap_Head.biHeight, ColorMap, Bitmap_Head.biBitCnt, Bitmap_Head.biCompr, rowbytes, Grey);
    XMALLOC(image, width * height * 3 * sizeof(unsigned char));"
